time (ms),x-accel,y-accel,z-accel
86570.33131,-0.994049,0.714111,0.153183
86570.35655,-0.910934,0.441803,0.158676
86570.38182,-0.890167,0.265854,0.143173
86570.40707,-0.840942,0.119873,-0.036316
86570.43234,-0.697006,-0.001678,-0.200439
86570.45758,-0.624069,-0.046677,-0.328659
86570.48283,-0.536591,-0.097336,-0.452698
86570.5081,-0.51265,-0.160599,-0.501785
86570.53335,-0.480652,-0.18663,-0.507172
86570.55862,-0.462234,-0.236328,-0.48082
86570.58387,-0.425323,-0.333191,-0.475281
86570.60912,-0.448441,-0.350082,-0.53067
86570.63439,-0.452744,-0.290039,-0.692978
86570.65964,-0.422104,-0.279297,-0.808289
86570.68491,-0.384674,-0.284012,-0.738007
86570.71016,-0.350113,-0.322617,-0.666656
86570.73541,-0.364212,-0.368179,-0.696579
86570.76068,-0.350052,-0.389587,-0.783417
86570.78593,-0.332611,-0.328461,-0.815048
86570.8112,-0.309067,-0.367706,-0.76503
86570.83645,-0.317902,-0.388763,-0.740067
86570.86169,-0.356293,-0.390335,-0.770615
86570.88696,-0.387863,-0.404114,-0.793579
86570.91222,-0.404221,-0.442383,-0.767288
86570.93749,-0.386902,-0.483398,-0.73674
86570.96274,-0.387665,-0.516769,-0.742752
86570.98798,-0.411087,-0.505859,-0.783325
86571.01325,-0.400421,-0.507874,-0.80455
86571.0385,-0.381973,-0.500778,-0.80304
86571.06377,-0.343719,-0.488525,-0.783798
86571.08902,-0.400131,-0.503296,-0.769012
86571.11427,-0.398438,-0.52858,-0.784714
86571.13954,-0.366211,-0.492493,-0.793594
86571.16479,-0.359879,-0.477081,-0.778793
86571.19006,-0.381256,-0.479599,-0.779419
86571.2153,-0.396149,-0.503723,-0.794113
86571.24055,-0.40271,-0.524109,-0.783554
86571.26581,-0.420898,-0.52536,-0.766006
86571.29106,-0.430328,-0.530594,-0.759094
86571.31633,-0.438187,-0.516663,-0.772232
86571.34157,-0.430374,-0.514435,-0.768295
86571.36682,-0.426529,-0.489441,-0.752106
86571.39209,-0.40979,-0.499176,-0.740585
86571.41733,-0.384659,-0.503738,-0.735138
86571.4426,-0.385956,-0.51857,-0.723022
86571.46785,-0.381165,-0.534348,-0.70961
86571.49309,-0.389877,-0.531158,-0.724655
86571.51836,-0.427917,-0.546204,-0.706558
86571.54361,-0.431885,-0.509247,-0.685059
86571.56887,-0.388626,-0.518433,-0.689545
86571.59412,-0.368439,-0.526627,-0.726364
86571.61937,-0.421326,-0.509003,-0.731567
86571.64464,-0.405365,-0.519211,-0.753891
