time (ms),x-accel,y-accel,z-accel
86982.31097,0.081497,-1.019089,0.240738
86982.33621,0.160889,-1.03186,0.239792
86982.36146,0.117294,-1.026337,0.239944
86982.38672,0.101685,-1.088181,0.254807
86982.41197,0.150543,-1.096771,0.206497
86982.43723,0.134796,-1.115768,0.172043
86982.46247,0.033386,-1.259354,0.242798
86982.48771,0.063217,-1.521805,0.203033
86982.51298,-0.115616,-1.774414,-0.038544
86982.53822,-0.582779,-1.653915,-0.121155
86982.56348,-0.657867,-1.421539,0.360626
86982.58872,0.495468,-2.09491,1.024017
86982.61397,0.684296,-1.302246,-0.108307
86982.63923,0.488464,-0.738846,0.623505
86982.66448,0.10733,-0.972565,0.148972
86982.68974,-0.436554,-0.343491,0.177765
86982.71498,-0.811661,-0.284698,-0.104919
86982.74022,-0.322983,-0.665482,0.22319
86982.76548,0.101379,-0.736725,0.026306
86982.79072,0.362259,-0.753983,0.21196
86982.81599,0.54747,-0.970306,0.106842
86982.84123,0.488068,-1.109695,0.253922
86982.86647,0.405212,-1.313919,0.406174
86982.89174,0.403397,-1.547867,0.580994
86982.91698,0.540298,-1.466217,0.766418
86982.94225,0.936981,-1.566849,0.632645
86982.96749,0.776794,-1.34877,0.583801
86982.99273,0.974182,-1.034103,0.656815
86983.018,1.264221,-0.562729,0.798691
86983.04324,1.25,-0.67363,0.568466
86983.06851,0.73912,-1.02742,0.623871
86983.09375,0.207886,-1.35553,0.155991
86983.11899,-1.473587,-1.114334,-0.498459
86983.14425,-1.525192,-1.937698,1.568344
86983.1695,2.838562,-0.800507,-1.919449
86983.19477,1.066147,-1.644791,0.322876
86983.22001,-0.561661,-0.766388,0.799683
86983.24511,-0.59346,-1.093689,0.21434
86983.27037,0.482864,-1.064194,0.117798
86983.29561,-0.06398,-1.049454,0.260315
86983.32087,-0.187744,-0.96286,0.226929
86983.34611,-0.376984,-0.885559,0.280914
86983.37135,-0.199295,-0.911484,0.254547
86983.39662,0.001709,-0.991333,0.267639
